"estimated_load","latitude","longitude","route_number","speed","vehicle_number","event_timestamp"
,"45.359253","-122.605597",,"2","3509","1492201066"
,"45.524407","-122.676442",,"13","3151","1492201067"
,,,,,"3114","1492201069"
,"45.532508","-122.67929",,"4","3114","1492201070"
,"45.437495","-122.573755",,"4","2201","1492201070"
,"45.538613","-122.537643",,"26","3603","1492201071"
"6","45.437493","-122.573768","79",,"2201","1492201071"
,"45.524743","-122.676463",,"14","3151","1492201072"
,"45.532275","-122.678863",,"20","3114","1492201075"
,"45.538002","-122.53765",,"30","3603","1492201076"
,"45.525005","-122.67648",,"13","3151","1492201077"
"0","45.444958","-122.640427","75",,"3138","1492201078"
,,,,,"3138","1492201079"
,"45.531968","-122.67833",,"24","3114","1492201080"
,"45.537547","-122.537663",,"21","3603","1492201081"
,"45.444848","-122.640743",,"0","3138","1492201081"
,"45.359293","-122.60548",,"4","3509","1492201081"
,"45.52505","-122.676493",,"2","3151","1492201082"
,"45.531638","-122.67776",,"26","3114","1492201085"
,"45.537345","-122.537672",,"8","3603","1492201086"
,"45.444853","-122.641147",,"12","3138","1492201086"
,"45.531317","-122.677203",,"25","3114","1492201090"
"1","45.444857","-122.641205","75","1","3138","1492201090"
,,,,,"2826","1492201091"
,,,,,"2826","1492201092"
,"45.531008","-122.676665",,"24","3114","1492201095"
,"45.507383","-122.824373",,"1","2826","1492201095"
,"45.359365","-122.60532",,"5","3509","1492201096"
,"45.525223","-122.676285",,"13","3151","1492201097"
,,,,,"2247","1492201100"
,"45.530632","-122.676163",,"26","3114","1492201100"
,"45.507758","-122.82415",,"21","2826","1492201100"
,"45.476075","-122.549637",,"2","2247","1492201101"
,"45.359575","-122.604872",,"18","3509","1492201101"
,"45.525225","-122.675885",,"13","3151","1492201102"
,,,,,"2201","1492201103"
,,,,,"2201","1492201104"
,"45.530228","-122.675743",,"24","3114","1492201105"
,"45.508225","-122.823865",,"25","2826","1492201105"
,"45.437497","-122.573967",,"1","2201","1492201105"
,"45.475982","-122.550432",,"29","2247","1492201106"
,"45.359745","-122.604503",,"16","3509","1492201106"
,"45.525225","-122.675735",,"5","3151","1492201107"
,"45.52985","-122.67533",,"24","3114","1492201110"
,"45.508728","-122.823565",,"27","2826","1492201110"
"0","45.525228","-122.675591","44",,"3151","1492201111"
"2","45.52985","-122.675329","16",,"3114","1492201111"
,"45.359823","-122.60433",,"7","3509","1492201111"
,"45.475897","-122.551272",,"23","2247","1492201112"
,,,,,"3114","1492201112"
,"45.529433","-122.674847",,"27","3114","1492201115"
,"45.509312","-122.823213",,"31","2826","1492201115"
,"45.359915","-122.604268",,"5","3509","1492201116"
,"45.475888","-122.551422",,"4","2247","1492201118"
,"45.529003","-122.674333",,"22","3114","1492201120"
,,,,,"3138","1492201120"
,"45.50986","-122.822823",,"30","2826","1492201120"
,"45.43746","-122.57422",,"10","2201","1492201120"
,"45.53705","-122.537715",,"16","3603","1492201121"
,,,,,"3138","1492201121"
,"45.360058","-122.60436",,"7","3509","1492201121"
,"45.444832","-122.641422",,"1","3138","1492201122"
"10","45.536998","-122.537721","73","1","3603","1492201125"
,"45.528563","-122.673808",,"28","3114","1492201125"
,"45.510342","-122.822348",,"29","2826","1492201125"
,"45.437467","-122.574593",,"14","2201","1492201125"
,"45.360217","-122.6045",,"9","3509","1492201126"
,"45.445028","-122.641548",,"12","3138","1492201127"
"2","45.528564","-122.673808","16",,"3114","1492201128"
,"45.47588","-122.551705",,"13","2247","1492201129"
,,,,,"3114","1492201129"
"11","45.360377","-122.604689","33",,"3509","1492201129"
,"45.528113","-122.673282",,"29","3114","1492201130"
,"45.510763","-122.821825",,"27","2826","1492201130"
,"45.437373","-122.575042",,"16","2201","1492201130"
,"45.445317","-122.641577",,"13","3138","1492201132"
,"45.475928","-122.552425",,"26","2247","1492201134"
,"45.527847","-122.672965",,"18","3114","1492201135"
,"45.511065","-122.821395",,"20","2826","1492201135"
,"45.437307","-122.575368",,"11","2201","1492201135"
,"45.445413","-122.641597",,"4","3138","1492201137"
,"45.476093","-122.553367",,"34","2247","1492201139"
,"45.527792","-122.672888",,"4","3114","1492201140"
,"45.511213","-122.821202",,"8","2826","1492201140"
,"45.43731","-122.575498",,"3","2201","1492201140"
,,,,,"3151","1492201142"
,"45.445548","-122.64144",,"10","3138","1492201142"
,,,,,"3151","1492201143"
"9","45.476093","-122.553366","10",,"2247","1492201143"
"29","45.511343","-122.821073","62",,"2826","1492201143"
,"45.47629","-122.554403",,"38","2247","1492201144"
,"45.525242","-122.675065",,"3","3151","1492201145"
,,,,,"3603","1492201145"
,"45.527665","-122.67273",,"8","3114","1492201145"
,"45.437358","-122.575643",,"7","2201","1492201145"
,"45.536858","-122.537717",,"2","3603","1492201146"
,"45.360322","-122.604627",,"2","3509","1492201146"
,"45.445562","-122.640972",,"16","3138","1492201147"
,"45.476493","-122.555457",,"38","2247","1492201149"
,"45.525245","-122.674473",,"20","3151","1492201150"
,"45.527353","-122.672352",,"20","3114","1492201150"
,"45.437597","-122.575718",,"13","2201","1492201150"
,"45.536468","-122.53769",,"21","3603","1492201151"
,"45.445565","-122.640765",,"5","3138","1492201152"
,"45.476687","-122.556475",,"37","2247","1492201154"
,"45.525253","-122.673878",,"21","3151","1492201155"
,"45.526975","-122.671852",,"26","3114","1492201155"
,"45.43789","-122.575698",,"14","2201","1492201155"
,"45.535897","-122.537692",,"30","3603","1492201156"
,"45.445575","-122.640473",,"13","3138","1492201157"
,"45.476878","-122.557447",,"35","2247","1492201159"
,"45.525263","-122.673357",,"18","3151","1492201160"
,"45.526538","-122.671343",,"28","3114","1492201160"
,"45.438082","-122.575672",,"7","2201","1492201160"
,"45.53523","-122.537705",,"32","3603","1492201161"
,"45.445628","-122.639975",,"18","3138","1492201162"
"9","45.476878","-122.557446","10",,"2247","1492201163"
,,,,,"2247","1492201164"
,,,,,"3509","1492201164"
,"45.525258","-122.672863",,"16","3151","1492201165"
,"45.477107","-122.558617",,"35","2247","1492201165"
,"45.526087","-122.670885",,"27","3114","1492201165"
,,,,,"3509","1492201165"
,"45.534747","-122.537747",,"22","3603","1492201166"
,"45.360407","-122.604723",,"1","3509","1492201166"
,"45.445897","-122.639585",,"18","3138","1492201167"
,"45.525272","-122.672623",,"8","3151","1492201170"
,"45.477287","-122.559528",,"32","2247","1492201170"
,"45.525712","-122.670578",,"22","3114","1492201170"
,"45.534593","-122.537763",,"5","3603","1492201171"
"0","45.525277","-122.672536","44",,"3151","1492201172"
"14","45.534552","-122.537761","73",,"3603","1492201172"
,"45.446257","-122.639422",,"18","3138","1492201172"
"9","45.477493","-122.56041","10","32","2247","1492201175"
,"45.525538","-122.67046",,"10","3114","1492201175"
,,,,,"2247","1492201176"
,"45.446367","-122.638898",,"20","3138","1492201177"
,"45.525263","-122.670323",,"14","3114","1492201180"
,"45.477863","-122.561447",,"34","2247","1492201181"
,,,,,"2826","1492201181"
,"45.360547","-122.604702",,"7","3509","1492201181"
,,,,,"3151","1492201182"
,"45.44638","-122.638273",,"21","3138","1492201182"
,,,,,"2826","1492201182"
,,,,,"3151","1492201183"
,"45.525305","-122.672052",,"8","3151","1492201185"
,"45.524845","-122.670232",,"21","3114","1492201185"
,"45.511663","-122.820708",,"4","2826","1492201185"
,"45.478117","-122.56233",,"33","2247","1492201186"
,"45.360803","-122.604258",,"20","3509","1492201186"
,"45.446387","-122.637942",,"8","3138","1492201187"
"2","45.446413","-122.637684","75",,"3138","1492201189"
,"45.52532","-122.671663",,"13","3151","1492201190"
,"45.52436","-122.670287",,"24","3114","1492201190"
,"45.512108","-122.820215",,"29","2826","1492201190"
,"45.3611","-122.603788",,"21","3509","1492201191"
"9","45.478417","-122.56343","10","34","2247","1492201192"
,,,,,"2247","1492201193"
,"45.525312","-122.67162",,"2","3151","1492201194"
,"45.523872","-122.670373",,"24","3114","1492201195"
,"45.512693","-122.819715",,"34","2826","1492201195"
,"45.438238","-122.575662",,"9","2201","1492201195"
,"45.361478","-122.603315",,"25","3509","1492201196"
,"45.478723","-122.56454",,"35","2247","1492201198"
,"45.523377","-122.670385",,"24","3114","1492201200"
,"45.513358","-122.819295",,"35","2826","1492201200"
,"45.438372","-122.575998",,"12","2201","1492201200"
,"45.361937","-122.602823",,"28","3509","1492201201"
,"45.478963","-122.565392",,"31","2247","1492201203"
,,,,,"3603","1492201204"
"2","45.523377","-122.670384","16",,"3114","1492201204"
,"45.522843","-122.670375",,"26","3114","1492201205"
,"45.513955","-122.81896",,"31","2826","1492201205"
,"45.438385","-122.57666",,"27","2201","1492201205"
,"45.534385","-122.537732",,"2","3603","1492201206"
,"45.362437","-122.602312",,"30","3509","1492201206"
,"45.479185","-122.566027",,"19","2247","1492201209"
,"45.525358","-122.671192",,"15","3151","1492201210"
,"45.5223","-122.67037",,"27","3114","1492201210"
,"45.514528","-122.818633",,"31","2826","1492201210"
,"45.43836","-122.57738",,"20","2201","1492201210"
,"45.53425","-122.537727",,"5","3603","1492201211"
,"45.36296","-122.601778",,"31","3509","1492201211"
,"45.479207","-122.566102",,"2","2247","1492201214"
,"45.525693","-122.670703",,"24","3151","1492201215"
,"45.534238","-122.537727",,"1","3603","1492201215"
,"45.521842","-122.670412",,"23","3114","1492201215"
,"45.515198","-122.818245",,"36","2826","1492201215"
,"45.438322","-122.578032",,"22","2201","1492201215"
,"45.363522","-122.601262",,"33","3509","1492201216"
"29","45.515199","-122.818244","62",,"2826","1492201219"
,"45.526248","-122.67067",,"27","3151","1492201220"
,"45.521673","-122.670428",,"9","3114","1492201220"
,"45.515932","-122.817832",,"39","2826","1492201220"
,"45.43831","-122.578505",,"17","2201","1492201220"
,"45.364082","-122.600895",,"30","3509","1492201221"
,,,,,"3138","1492201223"
,,,,,"3138","1492201224"
,"45.52676","-122.670655",,"26","3151","1492201225"
,"45.516693","-122.817537",,"38","2826","1492201225"
,"45.438305","-122.578662",,"5","2201","1492201225"
,"45.364682","-122.600702",,"30","3509","1492201226"
,"45.446437","-122.637217",,"4","3138","1492201227"
,"45.527088","-122.670142",,"24","3151","1492201230"
,"45.517408","-122.81728",,"37","2826","1492201230"
,"45.533985","-122.537732",,"15","3603","1492201231"
,"45.365375","-122.600652",,"34","3509","1492201231"
,"45.44647","-122.636503",,"20","3138","1492201232"
"29","45.517409","-122.817279","62",,"2826","1492201234"
,"45.527388","-122.669447",,"28","3151","1492201235"
,"45.518108","-122.816865",,"37","2826","1492201235"
,"45.533628","-122.537738",,"14","3603","1492201236"
,"45.366168","-122.600747",,"39","3509","1492201236"
,"45.446492","-122.635792",,"25","3138","1492201237"
,"45.527745","-122.66866",,"33","3151","1492201240"
,"45.518797","-122.816435",,"37","2826","1492201240"
,"45.533123","-122.53774",,"30","3603","1492201241"
,"45.366938","-122.600812",,"38","3509","1492201241"
,"45.52151","-122.670468",,"8","3114","1492201242"
,"45.446522","-122.635083",,"25","3138","1492201242"
,"45.528075","-122.66793",,"30","3151","1492201245"
,,,,"2","2247","1492201245"
"2","45.446522","-122.635082","75",,"3138","1492201245"
,"45.519455","-122.816082",,"34","2826","1492201245"
,"45.532517","-122.537748",,"24","3603","1492201246"
,,,,,"3138","1492201246"
,"45.367662","-122.600873",,"36","3509","1492201246"
,"45.446547","-122.63434",,"26","3138","1492201247"
,"45.521087","-122.670682",,"18","3114","1492201248"
,"45.528423","-122.667272",,"28","3151","1492201250"
,"45.479207","-122.566102",,"0","2247","1492201250"
,"45.520057","-122.815873",,"30","2826","1492201250"
,"45.531902","-122.537755",,"30","3603","1492201251"
,"45.368328","-122.600935",,"33","3509","1492201251"
,"45.446528","-122.63362",,"25","3138","1492201252"
"29","45.520057","-122.815872","62",,"2826","1492201252"
,"45.520663","-122.670915",,"22","3114","1492201253"
,,,,,"2826","1492201253"
"14","45.531902","-122.537754","73",,"3603","1492201254"
,"45.528642","-122.666803",,"19","3151","1492201255"
,,,,,"3603","1492201255"
,"45.52054","-122.815778",,"23","2826","1492201255"
,"45.531282","-122.537765",,"31","3603","1492201256"
,"45.368748","-122.60095",,"21","3509","1492201256"
,"45.446518","-122.633013",,"21","3138","1492201257"
,"45.520288","-122.671125",,"20","3114","1492201258"
,"45.528672","-122.666673",,"4","3151","1492201260"
,"45.520867","-122.815753",,"15","2826","1492201260"
,"45.5306","-122.537775",,"34","3603","1492201261"
,"45.368823","-122.60095",,"4","3509","1492201261"
,"45.446518","-122.632685",,"12","3138","1492201262"
,"45.52014","-122.671283",,"9","3114","1492201263"
,"45.521025","-122.81575",,"7","2826","1492201265"
,"45.529923","-122.537783",,"34","3603","1492201266"
,"45.368995","-122.600978",,"8","3509","1492201266"
,"45.446517","-122.632625",,"2","3138","1492201267"
,"45.52018","-122.671573",,"10","3114","1492201268"
,"45.521057","-122.815748",,"1","2826","1492201270"
,"45.529267","-122.537798",,"33","3603","1492201271"
,"45.369418","-122.601053",,"21","3509","1492201271"
"11","45.369419","-122.601053","33",,"3509","1492201272"
,"45.520227","-122.67171",,"5","3114","1492201273"
,,,,,"3509","1492201273"
,"45.52868","-122.666623",,"4","3151","1492201275"
,"45.528612","-122.537805",,"32","3603","1492201276"
,"45.369998","-122.601147",,"29","3509","1492201276"
,"45.520263","-122.671768",,"3","3114","1492201278"
,"45.528708","-122.666295",,"12","3151","1492201280"
,"45.528067","-122.537828",,"28","3603","1492201281"
,"45.370723","-122.60123",,"35","3509","1492201281"
"0","45.520315","-122.671958","16",,"3114","1492201283"
,"45.528702","-122.666018",,"9","3151","1492201285"
,"45.527777","-122.537867",,"15","3603","1492201286"
,"45.37154","-122.601305",,"40","3509","1492201286"
"16","45.527723","-122.537868","73",,"3603","1492201289"
,"45.52871","-122.66574",,"10","3151","1492201290"
,"45.52138","-122.815733",,"19","2826","1492201290"
,"45.372358","-122.601383",,"40","3509","1492201291"
,"45.529008","-122.665617",,"16","3151","1492201295"
,"45.521822","-122.815715",,"22","2826","1492201295"
,"45.373148","-122.601462",,"39","3509","1492201296"
,"45.529423","-122.665687",,"20","3151","1492201300"
,,,,,"3114","1492201300"
,"45.522287","-122.815692",,"23","2826","1492201300"
,,,,,"3114","1492201301"
,"45.373885","-122.601533",,"37","3509","1492201301"
,"45.520397","-122.672298",,"5","3114","1492201303"
,"45.529778","-122.665637",,"17","3151","1492201305"
,"45.522797","-122.815632",,"26","2826","1492201305"
,"45.374497","-122.60157",,"30","3509","1492201306"
,"45.520507","-122.672672",,"14","3114","1492201308"
,"45.529902","-122.665638",,"5","3151","1492201310"
,"45.52334","-122.815518",,"27","2826","1492201310"
,"45.374868","-122.601583",,"19","3509","1492201311"
,"45.520562","-122.672852",,"7","3114","1492201313"
,,,,,"3603","1492201315"
,"45.523908","-122.815332",,"29","2826","1492201315"
,"45.52758","-122.537828",,"2","3603","1492201316"
,"45.375007","-122.601598",,"7","3509","1492201316"
,"45.524453","-122.815113",,"28","2826","1492201320"
,"45.527418","-122.537812",,"8","3603","1492201321"
,"45.52493","-122.814855",,"25","2826","1492201325"
,"45.446518","-122.632285",,"12","3138","1492201327"
"2","45.446518","-122.632284","75",,"3138","1492201328"
,,,,,"3138","1492201329"
,"45.53012","-122.665643",,"11","3151","1492201330"
,"45.525283","-122.8146",,"18","2826","1492201330"
,"45.446532","-122.63179",,"17","3138","1492201332"
,"45.525412","-122.81447",,"6","2826","1492201335"
,"45.4383","-122.578972",,"11","2201","1492201335"
,"45.53043","-122.665622",,"12","3151","1492201336"
,"45.44656","-122.63126",,"18","3138","1492201337"
"28","45.525525","-122.814404","62",,"2826","1492201337"
,"45.52061","-122.673025",,"6","3114","1492201338"
"0","45.530602","-122.665712","44","2","3151","1492201340"
,"45.438127","-122.579178",,"12","2201","1492201340"
,"45.446585","-122.630598",,"23","3138","1492201342"
,"45.520725","-122.67342",,"15","3114","1492201343"
,"45.437792","-122.579193",,"16","2201","1492201345"
,"45.527212","-122.537817",,"10","3603","1492201346"
,"45.375188","-122.601632",,"9","3509","1492201346"
,"45.446597","-122.63013",,"16","3138","1492201347"
,"45.520847","-122.6738",,"14","3114","1492201348"
,"45.43753","-122.579175",,"12","2201","1492201350"
,"45.52684","-122.537823",,"18","3603","1492201351"
,,,,,"2826","1492201351"
,"45.375535","-122.601685",,"17","3509","1492201351"
,"45.4466","-122.63",,"4","3138","1492201352"
,,,,,"2826","1492201352"
,"45.520943","-122.674143",,"13","3114","1492201353"
,"45.525872","-122.8142",,"8","2826","1492201355"
,"45.437318","-122.579163",,"10","2201","1492201355"
,"45.526423","-122.537828",,"21","3603","1492201356"
,"45.375985","-122.60177",,"22","3509","1492201356"
,"45.521043","-122.674468",,"12","3114","1492201358"
,"45.526147","-122.813993",,"14","2826","1492201360"
,"45.436923","-122.579155",,"19","2201","1492201360"
,"45.525945","-122.537837",,"23","3603","1492201361"
,"45.376495","-122.601915",,"26","3509","1492201361"
,"45.521117","-122.67471",,"9","3114","1492201363"
"11","45.376495","-122.601914","33",,"3509","1492201363"
,,,,,"3509","1492201364"
,"45.526217","-122.81374",,"8","2826","1492201365"
,"45.43642","-122.579157",,"25","2201","1492201365"
,"45.5254","-122.53784",,"27","3603","1492201366"
,"45.377038","-122.602128",,"28","3509","1492201366"
,"45.52116","-122.674828",,"4","3114","1492201368"
,"45.52616","-122.813497",,"9","2826","1492201370"
,"45.435987","-122.579178",,"21","2201","1492201370"
,"45.524968","-122.537847",,"21","3603","1492201371"
,"45.377542","-122.602378",,"26","3509","1492201371"
,"45.521215","-122.675027",,"8","3114","1492201373"
,"45.526075","-122.81334",,"6","2826","1492201375"
,"45.435738","-122.579197",,"12","2201","1492201375"
,"45.52472","-122.537887",,"13","3603","1492201376"
,"45.37802","-122.602678",,"26","3509","1492201376"
"19","45.524644","-122.537887","73",,"3603","1492201378"
,"45.521335","-122.675407",,"14","3114","1492201378"
"6","45.435739","-122.579196","79",,"2201","1492201379"
,"45.43549","-122.579212",,"13","2201","1492201380"
,"45.378452","-122.602993",,"24","3509","1492201381"
,"45.525978","-122.813187",,"5","2826","1492201382"
,"45.521457","-122.675793",,"15","3114","1492201383"
,"45.43514","-122.579228",,"17","2201","1492201385"
,"45.378767","-122.603237",,"18","3509","1492201386"
,"45.525893","-122.81306",,"5","2826","1492201387"
,"45.521558","-122.676137",,"13","3114","1492201388"
,"45.434667","-122.579255",,"24","2201","1492201390"
,"45.379122","-122.603515",,"20","3509","1492201391"
,"45.525818","-122.81296",,"5","2826","1492201392"
,"45.521588","-122.676275",,"5","3114","1492201393"
,"45.434142","-122.579287",,"26","2201","1492201395"
,"45.379225","-122.603595",,"6","3509","1492201396"
,"45.446603","-122.629922",,"4","3138","1492201397"
,"45.525763","-122.812893",,"3","2826","1492201397"
,"45.521703","-122.67651",,"10","3114","1492201398"
,"45.433627","-122.579318",,"26","2201","1492201400"
"29","45.525748","-122.812873","62","1","2826","1492201401"
"6","45.433627","-122.579317","79",,"2201","1492201401"
,,,,,"3603","1492201402"
,"45.446685","-122.629623",,"12","3138","1492201402"
,,,,,"2201","1492201402"
,,,,,"3603","1492201403"
,"45.52181","-122.676778",,"11","3114","1492201403"
,"45.43308","-122.579352",,"27","2201","1492201405"
,"45.524318","-122.537858",,"3","3603","1492201406"
,"45.446978","-122.629593",,"14","3138","1492201407"
,"45.521835","-122.676883",,"4","3114","1492201408"
"0","45.521835","-122.676882","16",,"3114","1492201409"
"0","45.521835","-122.676882","921",,"3114","1492201410"
,"45.432498","-122.57938",,"28","2201","1492201410"
,"45.523848","-122.537853",,"23","3603","1492201411"
,,,,,"3114","1492201411"
,"45.447482","-122.629638",,"24","3138","1492201412"
"6","45.432498","-122.579379","79",,"2201","1492201414"
,"45.431872","-122.579388",,"31","2201","1492201415"
,"45.523397","-122.537852",,"22","3603","1492201416"
,"45.447993","-122.629687",,"25","3138","1492201417"
,"45.431173","-122.579358",,"34","2201","1492201420"
,"45.523097","-122.537848",,"15","3603","1492201421"
,"45.448313","-122.62972",,"15","3138","1492201422"
"3","45.44848","-122.629741","75",,"3138","1492201424"
,"45.43043","-122.579283",,"37","2201","1492201425"
,"45.522945","-122.537848",,"8","3603","1492201426"
,"45.379323","-122.603668",,"7","3509","1492201426"
,"45.525697","-122.81278",,"1","2826","1492201427"
"6","45.43043","-122.579282","79",,"2201","1492201427"
,,,,,"2826","1492201428"
,,,,,"2201","1492201428"
,"45.429638","-122.579142",,"39","2201","1492201430"
,"45.379613","-122.603843",,"16","3509","1492201431"
,"45.525522","-122.812468",,"15","2826","1492201432"
,"45.428807","-122.578935",,"42","2201","1492201435"
,"45.379762","-122.603937",,"8","3509","1492201436"
,,,,,"3138","1492201437"
,"45.525277","-122.812025",,"20","2826","1492201437"
"11","45.379767","-122.603941","33",,"3509","1492201437"
,,,,,"3138","1492201438"
,"45.42796","-122.578648",,"43","2201","1492201440"
,"45.448862","-122.629778",,"8","3138","1492201442"
,"45.525057","-122.811567",,"18","2826","1492201442"
,"45.427098","-122.578322",,"44","2201","1492201445"
,"45.449378","-122.629817",,"26","3138","1492201447"
,"45.524937","-122.811153",,"15","2826","1492201447"
"29","45.524937","-122.811152","62",,"2826","1492201449"
,,,,,"2826","1492201450"
,"45.42625","-122.578023",,"43","2201","1492201450"
,"45.44996","-122.629845",,"29","3138","1492201452"
,"45.524893","-122.81086",,"8","2826","1492201452"
,,,,,"3151","1492201453"
"3","45.44996","-122.629844","75",,"3138","1492201453"
,,,,,"3151","1492201454"
,,,,,"3138","1492201454"
,"45.425408","-122.577725",,"43","2201","1492201455"
,"45.530852","-122.665733",,"1","3151","1492201456"
,"45.45058","-122.629858",,"30","3138","1492201457"
,"45.524895","-122.810747",,"3","2826","1492201457"
,"45.42456","-122.577417",,"43","2201","1492201460"
,,,,,"3509","1492201460"
,"45.531293","-122.665748",,"22","3151","1492201461"
,"45.379792","-122.603963",,"0","3509","1492201461"
,"45.451182","-122.629858",,"30","3138","1492201462"
,"45.423703","-122.577112",,"43","2201","1492201465"
,"45.531827","-122.665777",,"26","3151","1492201466"
,"45.522843","-122.537848",,"5","3603","1492201466"
,"45.38004","-122.604215",,"15","3509","1492201466"
"3","45.451642","-122.629858","75","22","3138","1492201467"
,"45.524887","-122.810423",,"13","2826","1492201467"
"0","45.52182","-122.676911","921",,"3114","1492201468"
,,,,,"3138","1492201468"
,,,,,"3114","1492201469"
,"45.422857","-122.576813",,"43","2201","1492201470"
,"45.532325","-122.665972",,"25","3151","1492201471"
,"45.52271","-122.537852",,"6","3603","1492201471"
,"45.380472","-122.604555",,"24","3509","1492201471"
,"45.521942","-122.677122",,"1","3114","1492201472"
,"45.452015","-122.62987",,"19","3138","1492201472"
,"45.52489","-122.810037",,"13","2826","1492201472"
,"45.422053","-122.576522",,"41","2201","1492201475"
,"45.532653","-122.666293",,"19","3151","1492201476"
,"45.522408","-122.537883",,"15","3603","1492201476"
,"45.38103","-122.604983",,"31","3509","1492201476"
,"45.52219","-122.676988",,"13","3114","1492201477"
,"45.452513","-122.629878",,"25","3138","1492201477"
,"45.524897","-122.809567",,"17","2826","1492201477"
,"45.421328","-122.576213",,"37","2201","1492201480"
,"45.532838","-122.666535",,"12","3151","1492201481"
,"45.522152","-122.5379",,"13","3603","1492201481"
,"45.381647","-122.605457",,"34","3509","1492201481"
,"45.522312","-122.67691",,"6","3114","1492201482"
,"45.45294","-122.629885",,"21","3138","1492201482"
,"45.524898","-122.80902",,"18","2826","1492201482"
"11","45.381647","-122.605456","33",,"3509","1492201482"
,,,,,"3509","1492201483"
"21","45.522085","-122.537901","73","4","3603","1492201485"
,"45.42074","-122.575968",,"30","2201","1492201485"
,"45.532892","-122.66659",,"3","3151","1492201486"
,"45.382313","-122.605962",,"37","3509","1492201486"
,"45.453367","-122.629887",,"21","3138","1492201487"
,"45.524892","-122.808662",,"10","2826","1492201487"
,"45.42035","-122.575842",,"19","2201","1492201490"
"29","45.524893","-122.808606","62","1","2826","1492201491"
,"45.383012","-122.606492",,"39","3509","1492201491"
,"45.453917","-122.629895",,"27","3138","1492201492"
,"45.47924","-122.566242",,"6","2247","1492201495"
,"45.420158","-122.575787",,"9","2201","1492201495"
,"45.383715","-122.607023",,"39","3509","1492201496"
,"45.45432","-122.629903",,"19","3138","1492201497"
,"45.479242","-122.566255",,"0","2247","1492201498"
"0","45.479242","-122.566254","10",,"2247","1492201500"
,"45.4201","-122.575767",,"3","2201","1492201500"
,,,,,"2247","1492201501"
,"45.3844","-122.607545",,"38","3509","1492201501"
,"45.454768","-122.629915",,"22","3138","1492201502"
,"45.522465","-122.67679",,"7","3114","1492201503"
,"45.42006","-122.57575",,"3","2201","1492201505"
,"45.532947","-122.666657",,"6","3151","1492201506"
,"45.385052","-122.608043",,"36","3509","1492201506"
,"45.522755","-122.676578",,"20","3114","1492201507"
"3","45.455302","-122.629925","75","26","3138","1492201507"
,,,,,"3138","1492201508"
,"45.419827","-122.575527",,"14","2201","1492201510"
,"45.533215","-122.666808",,"15","3151","1492201511"
,"45.385493","-122.608345",,"24","3509","1492201511"
,"45.523062","-122.676398",,"16","3114","1492201512"
,"45.455825","-122.62994",,"26","3138","1492201512"
"0","45.523062","-122.676398","921",,"3114","1492201513"
,,,,,"3114","1492201514"
,,,,,"3603","1492201515"
,"45.419478","-122.575132",,"22","2201","1492201515"
,"45.533615","-122.666805",,"20","3151","1492201516"
,"45.52188","-122.537877",,"2","3603","1492201516"
,"45.385625","-122.608438",,"7","3509","1492201516"
,"45.523402","-122.676347",,"21","3114","1492201517"
,"45.456185","-122.629953",,"18","3138","1492201517"
"3","45.456185","-122.629952","75",,"3138","1492201520"
,"45.419043","-122.574723",,"26","2201","1492201520"
,"45.534053","-122.666757",,"21","3151","1492201521"
,"45.521463","-122.537857",,"21","3603","1492201521"
,,,,,"3138","1492201521"
"15","45.385625","-122.608437","33",,"3509","1492201521"
,"45.523637","-122.67635",,"11","3114","1492201522"
,"45.456707","-122.629963",,"26","3138","1492201522"
,"45.418673","-122.57414",,"27","2201","1492201525"
,"45.534232","-122.6667",,"7","3151","1492201526"
,"45.521133","-122.537853",,"17","3603","1492201526"
"0","45.534235","-122.666696","44",,"3151","1492201527"
,"45.523697","-122.676355",,"3","3114","1492201527"
,"45.45712","-122.629972",,"20","3138","1492201527"
,"45.491482","-122.647157",,"2","3527","1492201529"
,,,,,"2826","1492201530"
,"45.418445","-122.57339",,"29","2201","1492201530"
,"45.521037","-122.537852",,"5","3603","1492201531"
,,,,,"2826","1492201531"
,"45.523875","-122.676372",,"9","3114","1492201532"
,"45.457507","-122.629972",,"19","3138","1492201532"
,"45.52494","-122.808308",,"1","2826","1492201533"
,"45.418277","-122.572622",,"28","2201","1492201535"
,"45.524185","-122.676378",,"16","3114","1492201537"
,"45.457712","-122.629973",,"9","3138","1492201537"
,"45.525077","-122.807743",,"21","2826","1492201538"
,"45.491465","-122.647287",,"4","3527","1492201539"
"3","45.457717","-122.629973","75",,"3138","1492201539"
,"45.41808","-122.571852",,"29","2201","1492201540"
,"45.524383","-122.676387",,"9","3114","1492201542"
,"45.525195","-122.807175",,"21","2826","1492201543"
,"45.520902","-122.537853",,"4","3603","1492201544"
,"45.41771","-122.571162",,"30","2201","1492201545"
,"45.491455","-122.64736",,"3","3527","1492201548"
,"45.525255","-122.806843",,"12","2826","1492201548"
"6","45.41771","-122.571161","79",,"2201","1492201548"
,"45.520812","-122.537853",,"4","3603","1492201549"
,,,,,"2201","1492201549"
,,,,,"3138","1492201550"
,"45.417168","-122.570683",,"31","2201","1492201550"
,,,,,"3138","1492201551"
"27","45.52526","-122.806808","62",,"2826","1492201551"
,"45.457878","-122.629982",,"4","3138","1492201552"
,,,,,"3509","1492201553"
,"45.520628","-122.537855",,"9","3603","1492201554"
,"45.385753","-122.608547",,"1","3509","1492201554"
,"45.416643","-122.570358",,"27","2201","1492201555"
